MARKET,NAME,SYMBOL,DATEDEAL,OPEN,HIGH,LOW,CLOSE,DIFF,VOLUME
KOSPI,삼성전자,005930,2016-07-01,28540,29579,28540,29320,2.88,287872
KOSPI,삼성전자,005930,2016-07-04,29279,29479,29020,29320,0,159900
KOSPI,삼성전자,005930,2016-07-05,29319,29500,29240,29380,0.2,157407
KOSPI,삼성전자,005930,2016-07-06,28940,29040,28240,28420,-3.27,334983
KOSPI,삼성전자,005930,2016-07-07,28420,29000,28320,29000,2.04,229904
KOSPI,삼성전자,005930,2016-07-08,29000,29500,28980,29200,0.69,269963
KOSPI,삼성전자,005930,2016-07-11,29199,30000,29199,29780,1.99,281136
KOSPI,삼성전자,005930,2016-07-12,29980,30099,29200,29280,-1.68,220494
KOSPI,삼성전자,005930,2016-07-13,29920,29920,29259,29620,1.16,200198
KOSPI,삼성전자,005930,2016-07-14,29620,30000,29520,30000,1.28,248605
KOSPI,삼성전자,005930,2016-07-15,30000,30439,29720,30360,1.2,232463
KOSPI,삼성전자,005930,2016-07-18,30360,30660,30000,30660,0.99,231344
KOSPI,삼성전자,005930,2016-07-19,30560,30799,30440,30660,0,202445
KOSPI,삼성전자,005930,2016-07-20,30659,30840,30480,30800,0.46,155463
KOSPI,삼성전자,005930,2016-07-21,30800,30940,30740,30860,0.19,170894
KOSPI,삼성전자,005930,2016-07-22,30120,30560,30120,30320,-1.75,171703
