MARKET,NAME,SYMBOL,DATEDEAL,OPEN,HIGH,LOW,CLOSE,DIFF,VOLUME
KOSPI,삼성전자,005930,2017-06-02,45060,45960,45000,45960,2.86,249775
KOSPI,삼성전자,005930,2017-06-05,46040,46360,45720,45940,-0.04,151988
KOSPI,삼성전자,005930,2017-06-07,46500,46500,45240,45300,-1.39,274588
KOSPI,삼성전자,005930,2017-06-08,45000,45580,45000,45160,-0.31,279575
KOSPI,삼성전자,005930,2017-06-09,45680,46440,45600,46100,2.08,234657
KOSPI,삼성전자,005930,2017-06-12,45420,45600,45140,45380,-1.56,219086
KOSPI,삼성전자,005930,2017-06-13,45140,45620,45140,45400,0.04,172498
KOSPI,삼성전자,005930,2017-06-14,45800,46060,45240,45360,-0.09,203334
KOSPI,삼성전자,005930,2017-06-15,45680,45920,45180,45680,0.71,193140
KOSPI,삼성전자,005930,2017-06-16,45500,45940,45460,45580,-0.22,348069
KOSPI,삼성전자,005930,2017-06-19,45580,46560,45560,46560,2.15,226078
KOSPI,삼성전자,005930,2017-06-20,47240,48140,47220,48140,3.39,300900
KOSPI,삼성전자,005930,2017-06-21,47740,48120,47480,47480,-1.37,199473
KOSPI,삼성전자,005930,2017-06-22,47960,48080,47720,47960,1.01,229116
KOSPI,삼성전자,005930,2017-06-23,47600,47780,47420,47620,-0.71,190302
KOSPI,삼성전자,005930,2017-06-26,47520,48360,47520,48280,1.39,171056
KOSPI,삼성전자,005930,2017-06-27,48220,48400,47900,48300,0.04,192335
KOSPI,삼성전자,005930,2017-06-28,47600,48000,47560,47700,-1.24,191450
KOSPI,삼성전자,005930,2017-06-29,48040,48320,47940,47940,0.5,166131
KOSPI,삼성전자,005930,2017-06-30,47500,47620,47100,47540,-0.83,237551
KOSPI,삼성전자,005930,2017-07-03,47500,47780,47120,47220,-0.67,136111
KOSPI,삼성전자,005930,2017-07-04,47160,47400,46900,47000,-0.47,159220
KOSPI,삼성전자,005930,2017-07-05,46820,47680,46780,47580,1.23,212805
KOSPI,삼성전자,005930,2017-07-06,48000,48100,47720,48060,1.01,218461
KOSPI,삼성전자,005930,2017-07-07,47740,48120,47620,47860,-0.42,162638
KOSPI,삼성전자,005930,2017-07-10,48500,48900,48320,48660,1.67,215855
KOSPI,삼성전자,005930,2017-07-11,48640,49000,48280,49000,0.7,194356
KOSPI,삼성전자,005930,2017-07-12,49000,50000,48840,49880,1.8,189723
KOSPI,삼성전자,005930,2017-07-13,50080,50940,50040,50560,1.36,320683
KOSPI,삼성전자,005930,2017-07-14,51000,51080,50420,50480,-0.16,164780
KOSPI,삼성전자,005930,2017-07-17,50900,51020,50520,50640,0.32,179522
KOSPI,삼성전자,005930,2017-07-18,50420,50880,50360,50840,0.39,141689
KOSPI,삼성전자,005930,2017-07-19,50620,50820,50000,50740,-0.2,223150
KOSPI,삼성전자,005930,2017-07-20,50760,51320,50560,51200,0.91,167352
KOSPI,삼성전자,005930,2017-07-21,50860,51160,50520,51080,-0.23,168981
KOSPI,삼성전자,005930,2017-07-24,50700,51000,50620,50860,-0.43,141995
KOSPI,삼성전자,005930,2017-07-25,50500,50760,49940,50000,-1.69,216212
KOSPI,삼성전자,005930,2017-07-26,49600,50020,49300,49840,-0.32,224496
KOSPI,삼성전자,005930,2017-07-27,50000,50640,49560,49800,-0.08,228990
KOSPI,삼성전자,005930,2017-07-28,49800,49800,47380,47760,-4.1,523366
KOSPI,삼성전자,005930,2017-07-31,47420,48240,46920,48200,0.92,254028
KOSPI,삼성전자,005930,2017-08-01,48000,48840,47540,48600,0.83,227390
KOSPI,삼성전자,005930,2017-08-02,49200,49340,48600,49000,0.82,155549
KOSPI,삼성전자,005930,2017-08-03,49000,49000,47120,47780,-2.49,310816
KOSPI,삼성전자,005930,2017-08-04,48160,48180,47500,47700,-0.17,167184
KOSPI,삼성전자,005930,2017-08-07,47500,48080,47440,47580,-0.25,144365
KOSPI,삼성전자,005930,2017-08-08,47980,48260,47480,47720,0.29,159592
KOSPI,삼성전자,005930,2017-08-09,47400,47400,46240,46280,-3.02,291108
KOSPI,삼성전자,005930,2017-08-10,46200,46320,45460,45900,-0.82,459723
KOSPI,삼성전자,005930,2017-08-11,45120,45300,44220,44620,-2.79,508146
KOSPI,삼성전자,005930,2017-08-14,45120,45400,44720,45000,0.85,383712
KOSPI,삼성전자,005930,2017-08-16,46220,46380,46000,46200,2.67,438273
KOSPI,삼성전자,005930,2017-08-17,46960,47300,46740,47040,1.82,248317
KOSPI,삼성전자,005930,2017-08-18,46760,47240,46240,46900,-0.3,209559
KOSPI,삼성전자,005930,2017-08-21,47240,47240,46580,46840,-0.13,102069
KOSPI,삼성전자,005930,2017-08-22,46820,47160,46700,47000,0.34,147635
KOSPI,삼성전자,005930,2017-08-23,47780,47780,47180,47480,1.02,187694
KOSPI,삼성전자,005930,2017-08-24,47520,47660,47340,47520,0.08,173149
KOSPI,삼성전자,005930,2017-08-25,47880,47880,46720,47020,-1.05,224871
KOSPI,삼성전자,005930,2017-08-28,47020,47240,45960,46100,-1.96,199242
KOSPI,삼성전자,005930,2017-08-29,45640,46080,45160,46080,-0.04,252473
KOSPI,삼성전자,005930,2017-08-30,46380,46400,45960,46200,0.26,150260
KOSPI,삼성전자,005930,2017-08-31,46220,46640,46000,46320,0.26,220234
KOSPI,삼성전자,005930,2017-09-01,46460,46640,46300,46480,0.35,212834
KOSPI,삼성전자,005930,2017-09-04,45780,46360,45500,46040,-0.95,158870
KOSPI,삼성전자,005930,2017-09-05,46240,46900,45960,46760,1.56,234322
KOSPI,삼성전자,005930,2017-09-06,46760,47180,46700,47000,0.51,216221
KOSPI,삼성전자,005930,2017-09-07,47000,48220,47000,48120,2.38,193530
KOSPI,삼성전자,005930,2017-09-08,48700,49180,48580,49080,2,217860
KOSPI,삼성전자,005930,2017-09-11,49700,50180,49500,49800,1.47,207495
KOSPI,삼성전자,005930,2017-09-12,50200,50220,49140,49600,-0.4,240595
KOSPI,삼성전자,005930,2017-09-13,49820,50400,49440,49620,0.04,187140
KOSPI,삼성전자,005930,2017-09-14,50060,50320,49760,50300,1.37,284095
KOSPI,삼성전자,005930,2017-09-15,50300,50560,49860,50400,0.2,215146
KOSPI,삼성전자,005930,2017-09-18,50540,52480,50520,52480,4.13,230499
KOSPI,삼성전자,005930,2017-09-19,52500,52640,51780,52120,-0.69,197008
KOSPI,삼성전자,005930,2017-09-20,52120,52500,51840,52220,0.19,185855
KOSPI,삼성전자,005930,2017-09-21,52219,52960,52219,52800,1.11,176796
KOSPI,삼성전자,005930,2017-09-22,52960,53600,52459,53000,0.38,278448
KOSPI,삼성전자,005930,2017-09-25,52999,53679,52999,53620,1.17,186062
KOSPI,삼성전자,005930,2017-09-26,53020,53120,51560,51660,-3.66,341144
KOSPI,삼성전자,005930,2017-09-27,52000,52200,51500,51680,0.04,215940
KOSPI,삼성전자,005930,2017-09-28,52260,52460,51260,51260,-0.81,240509
KOSPI,삼성전자,005930,2017-09-29,51180,51620,50840,51280,0.04,258188
KOSPI,삼성전자,005930,2017-10-10,53360,53640,52799,52800,2.96,410396
KOSPI,삼성전자,005930,2017-10-11,53600,54760,53340,54640,3.48,273043
KOSPI,삼성전자,005930,2017-10-12,54840,55160,54099,54800,0.29,277814
KOSPI,삼성전자,005930,2017-10-13,54540,54840,53780,54000,-1.46,252033
KOSPI,삼성전자,005930,2017-10-16,53980,54860,53760,53920,-0.15,195399
KOSPI,삼성전자,005930,2017-10-17,54019,55380,54000,54800,1.63,212156
KOSPI,삼성전자,005930,2017-10-18,54820,55240,54039,54760,-0.07,202215
KOSPI,삼성전자,005930,2017-10-19,54699,54699,52980,52980,-3.25,242174
KOSPI,삼성전자,005930,2017-10-20,52800,54100,52800,53840,1.62,160541
KOSPI,삼성전자,005930,2017-10-23,54600,54640,54000,54300,0.85,166221
KOSPI,삼성전자,005930,2017-10-24,54699,54780,54040,54040,-0.48,116121
KOSPI,삼성전자,005930,2017-10-25,54040,54420,53699,53900,-0.26,117657
KOSPI,삼성전자,005930,2017-10-26,53720,53900,52400,52400,-2.78,195531
KOSPI,삼성전자,005930,2017-10-27,52400,53320,52140,53080,1.3,147850
KOSPI,삼성전자,005930,2017-10-30,53780,54320,53699,54040,1.81,163923
KOSPI,삼성전자,005930,2017-10-31,54060,55440,53500,55080,1.92,267631
KOSPI,삼성전자,005930,2017-11-01,57500,57500,56179,57220,3.89,290205
KOSPI,삼성전자,005930,2017-11-02,57500,57519,56760,57060,-0.28,214421
KOSPI,삼성전자,005930,2017-11-03,57059,57140,55860,56380,-1.19,198716
KOSPI,삼성전자,005930,2017-11-06,56380,56500,55340,56380,0,180019
KOSPI,삼성전자,005930,2017-11-07,56380,56920,55860,56100,-0.5,149291
KOSPI,삼성전자,005930,2017-11-08,56100,57060,55860,56760,1.18,170404
KOSPI,삼성전자,005930,2017-11-09,56920,56920,55899,56340,-0.74,239881
KOSPI,삼성전자,005930,2017-11-10,55800,56540,55780,56400,0.11,134976
KOSPI,삼성전자,005930,2017-11-13,56400,56799,56100,56380,-0.04,176133
KOSPI,삼성전자,005930,2017-11-14,56380,56740,55920,55920,-0.82,134500
KOSPI,삼성전자,005930,2017-11-15,55920,56319,55320,55340,-1.04,176339
KOSPI,삼성전자,005930,2017-11-16,55440,56000,55400,55780,0.8,152814
KOSPI,삼성전자,005930,2017-11-17,56399,56880,55820,55820,0.07,214663
KOSPI,삼성전자,005930,2017-11-20,55900,55980,55200,55200,-1.11,189455
KOSPI,삼성전자,005930,2017-11-21,55400,55839,55280,55280,0.14,206494
KOSPI,삼성전자,005930,2017-11-22,55980,56200,55620,55960,1.23,159059
KOSPI,삼성전자,005930,2017-11-23,55960,55979,55020,55300,-1.18,125458
KOSPI,삼성전자,005930,2017-11-24,55300,55500,55180,55460,0.29,90724
KOSPI,삼성전자,005930,2017-11-27,55360,55360,52640,52640,-5.08,362578
KOSPI,삼성전자,005930,2017-11-28,52699,53280,51720,53280,1.22,269988
KOSPI,삼성전자,005930,2017-11-29,53200,53240,52500,52600,-1.28,191805
KOSPI,삼성전자,005930,2017-11-30,50800,51860,50200,50800,-3.42,592683
KOSPI,삼성전자,005930,2017-12-01,50800,51780,50800,50840,0.08,257372
KOSPI,삼성전자,005930,2017-12-04,50840,51340,50020,51340,0.98,297301
KOSPI,삼성전자,005930,2017-12-05,50600,51300,50280,51260,-0.16,186531
KOSPI,삼성전자,005930,2017-12-06,51260,51560,50020,50020,-2.42,217784
KOSPI,삼성전자,005930,2017-12-07,50040,50980,50020,50740,1.44,221312
KOSPI,삼성전자,005930,2017-12-08,51360,52000,51040,52000,2.48,225809
KOSPI,삼성전자,005930,2017-12-11,52000,52040,51500,51780,-0.42,162517
KOSPI,삼성전자,005930,2017-12-12,51820,52100,51660,52100,0.62,175301
KOSPI,삼성전자,005930,2017-12-13,52100,52100,51100,51320,-1.5,226674
KOSPI,삼성전자,005930,2017-12-14,51320,52280,51060,51060,-0.51,406208
KOSPI,삼성전자,005930,2017-12-15,51240,51480,50520,50620,-0.86,298571
KOSPI,삼성전자,005930,2017-12-18,50620,51240,50620,51200,1.15,147005
KOSPI,삼성전자,005930,2017-12-19,51540,52080,51520,51560,0.7,239572
KOSPI,삼성전자,005930,2017-12-20,51500,51760,50820,50880,-1.32,201611
KOSPI,삼성전자,005930,2017-12-21,51000,51060,49100,49140,-3.42,312486
KOSPI,삼성전자,005930,2017-12-22,49400,49960,49240,49700,1.14,223993
KOSPI,삼성전자,005930,2017-12-26,49760,50100,48200,48200,-3.02,320797
KOSPI,삼성전자,005930,2017-12-27,48960,49560,48460,49360,2.41,214872
KOSPI,삼성전자,005930,2017-12-28,49560,50960,49500,50960,3.24,179709
KOSPI,삼성전자,005930,2018-01-02,51380,51400,50780,51020,0.12,169485
KOSPI,삼성전자,005930,2018-01-03,52540,52560,51420,51620,1.18,200270
KOSPI,삼성전자,005930,2018-01-04,52120,52180,50640,51080,-1.05,233909
KOSPI,삼성전자,005930,2018-01-05,51300,52120,51200,52120,2.04,189623
KOSPI,삼성전자,005930,2018-01-08,52400,52520,51500,52020,-0.19,167673
KOSPI,삼성전자,005930,2018-01-09,51460,51720,49980,50400,-3.11,360272
KOSPI,삼성전자,005930,2018-01-10,50500,50520,48640,48840,-3.1,371336
KOSPI,삼성전자,005930,2018-01-11,48200,49260,48020,48240,-1.23,502476
KOSPI,삼성전자,005930,2018-01-12,48240,48480,46760,48200,-0.08,545409
KOSPI,삼성전자,005930,2018-01-15,48800,48980,47920,48540,0.71,201920
KOSPI,삼성전자,005930,2018-01-16,48760,50140,48620,50000,3.01,407793
KOSPI,삼성전자,005930,2018-01-17,50020,50020,49060,49620,-0.76,221061
KOSPI,삼성전자,005930,2018-01-18,50020,50640,49820,49900,0.56,296977
KOSPI,삼성전자,005930,2018-01-19,50380,50380,49040,49320,-1.16,184399
KOSPI,삼성전자,005930,2018-01-22,48640,48680,47960,48240,-2.19,250418
KOSPI,삼성전자,005930,2018-01-23,48660,49160,48300,49160,1.91,270654
KOSPI,삼성전자,005930,2018-01-24,48860,49700,48560,49340,0.37,191010
KOSPI,삼성전자,005930,2018-01-25,49220,50360,49160,50260,1.86,223207
KOSPI,삼성전자,005930,2018-01-26,50500,50780,49840,50780,1.03,207002
KOSPI,삼성전자,005930,2018-01-29,51200,51480,50900,51220,0.87,236776
KOSPI,삼성전자,005930,2018-01-30,50440,50640,49780,49800,-2.77,245691
KOSPI,삼성전자,005930,2018-01-31,50020,54140,49600,49900,0.2,1293626
KOSPI,삼성전자,005930,2018-02-01,50620,50960,49720,49820,-0.16,552189
KOSPI,삼성전자,005930,2018-02-02,49380,49400,47700,47700,-4.26,585207
KOSPI,삼성전자,005930,2018-02-05,46500,48320,46000,47920,0.46,567158
KOSPI,삼성전자,005930,2018-02-06,46600,47920,46580,47420,-1.04,388129
KOSPI,삼성전자,005930,2018-02-07,48240,48260,45800,45800,-3.42,468961
KOSPI,삼성전자,005930,2018-02-08,46120,46620,45980,46000,0.44,465021
KOSPI,삼성전자,005930,2018-02-09,44440,45180,44420,44700,-2.83,349300
KOSPI,삼성전자,005930,2018-02-12,45100,46320,45040,45720,2.28,315099
KOSPI,삼성전자,005930,2018-02-13,46200,48060,46200,47540,3.98,378465
KOSPI,삼성전자,005930,2018-02-14,48080,49100,47940,49000,3.07,378118
KOSPI,삼성전자,005930,2018-02-19,49800,49800,47860,48380,-1.27,307069
KOSPI,삼성전자,005930,2018-02-20,48040,48160,47220,47400,-2.03,202452
KOSPI,삼성전자,005930,2018-02-21,47280,47580,46840,47280,-0.25,257604
KOSPI,삼성전자,005930,2018-02-22,47260,47260,46760,46760,-1.1,177399
KOSPI,삼성전자,005930,2018-02-23,46760,47800,46760,47220,0.98,248466
KOSPI,삼성전자,005930,2018-02-26,47280,47560,47080,47380,0.34,191213
KOSPI,삼성전자,005930,2018-02-27,48360,48380,47380,47380,0,196611
KOSPI,삼성전자,005930,2018-02-28,47380,48100,47000,47060,-0.68,303247
KOSPI,삼성전자,005930,2018-03-02,46580,46800,46000,46020,-2.21,265310
KOSPI,삼성전자,005930,2018-03-05,45820,46160,45080,45200,-1.78,282019
KOSPI,삼성전자,005930,2018-03-06,45920,47100,45820,47020,4.03,308467
KOSPI,삼성전자,005930,2018-03-07,48200,48900,47220,48620,3.4,428541
KOSPI,삼성전자,005930,2018-03-08,49200,49480,48080,49200,1.19,389273
KOSPI,삼성전자,005930,2018-03-09,49440,50540,49240,49740,1.1,286088
KOSPI,삼성전자,005930,2018-03-12,50560,50780,49580,49740,0,173779
KOSPI,삼성전자,005930,2018-03-13,50760,51660,50360,51660,3.86,401974
KOSPI,삼성전자,005930,2018-03-14,51020,52000,51000,51760,0.19,254265
KOSPI,삼성전자,005930,2018-03-15,52000,52020,51020,51540,-0.43,177649
KOSPI,삼성전자,005930,2018-03-16,51220,51420,50240,51140,-0.78,243698
KOSPI,삼성전자,005930,2018-03-19,50620,51340,50440,50740,-0.78,164377
KOSPI,삼성전자,005930,2018-03-20,50700,51200,50100,51200,0.91,163865
KOSPI,삼성전자,005930,2018-03-21,51780,51780,51060,51060,-0.27,178104
KOSPI,삼성전자,005930,2018-03-22,51060,51780,51040,51780,1.41,169082
KOSPI,삼성전자,005930,2018-03-23,50340,50720,49600,49720,-3.98,297099
KOSPI,삼성전자,005930,2018-03-26,49420,50280,49040,50280,1.13,201155
KOSPI,삼성전자,005930,2018-03-27,50320,50460,49080,49980,-0.6,237480
KOSPI,삼성전자,005930,2018-03-28,49100,49100,48340,48700,-2.56,303189
KOSPI,삼성전자,005930,2018-03-29,48700,49560,48320,49040,0.7,201340
KOSPI,삼성전자,005930,2018-03-30,49080,49900,49080,49220,0.37,155542
KOSPI,삼성전자,005930,2018-04-02,49000,49220,48500,48540,-1.38,142313
KOSPI,삼성전자,005930,2018-04-03,47880,48140,47280,48120,-0.87,255365
KOSPI,삼성전자,005930,2018-04-04,48160,48260,46920,46920,-2.49,247684
KOSPI,삼성전자,005930,2018-04-05,47400,49380,47340,48740,3.88,264912
KOSPI,삼성전자,005930,2018-04-06,48000,48580,47400,48400,-0.7,250654
KOSPI,삼성전자,005930,2018-04-09,48260,49440,48200,49200,1.65,199008
KOSPI,삼성전자,005930,2018-04-10,48540,49220,48040,48880,-0.65,219687
KOSPI,삼성전자,005930,2018-04-11,49900,49900,48600,48860,-0.04,201022
KOSPI,삼성전자,005930,2018-04-12,49440,49440,48880,49000,0.29,249325
KOSPI,삼성전자,005930,2018-04-13,49600,50180,49400,49800,1.63,205566
KOSPI,삼성전자,005930,2018-04-16,50320,50600,49860,50340,1.08,157549
KOSPI,삼성전자,005930,2018-04-17,50240,50540,49820,49980,-0.72,155440
KOSPI,삼성전자,005930,2018-04-18,51000,51360,50580,51360,2.76,269252
KOSPI,삼성전자,005930,2018-04-19,52000,52980,51540,52780,2.76,343811
KOSPI,삼성전자,005930,2018-04-20,51800,52260,51420,51620,-2.2,235220
KOSPI,삼성전자,005930,2018-04-23,51000,52080,51000,51900,0.54,232380
KOSPI,삼성전자,005930,2018-04-24,51840,51860,50080,50460,-2.77,315406
KOSPI,삼성전자,005930,2018-04-25,49220,50500,49220,50400,-0.12,332292
KOSPI,삼성전자,005930,2018-04-26,50420,52160,50400,52140,3.45,360931
KOSPI,삼성전자,005930,2018-04-27,53380,53639,52440,53000,1.65,606216
KOSPI,삼성전자,005930,2018-04-30,0,0,0,53000,0,0
KOSPI,삼성전자,005930,2018-05-02,0,0,0,53000,0,0
KOSPI,삼성전자,005930,2018-05-03,0,0,0,53000,0,0
KOSPI,삼성전자,005930,2018-05-04,53000,53900,51800,51900,-2.08,39565391
KOSPI,삼성전자,005930,2018-05-08,52600,53200,51900,52600,1.35,23104720
KOSPI,삼성전자,005930,2018-05-09,52600,52800,50900,50900,-3.23,16128305
KOSPI,삼성전자,005930,2018-05-10,51700,51700,50600,51600,1.38,13905263
KOSPI,삼성전자,005930,2018-05-11,52000,52200,51200,51300,-0.58,10314997
KOSPI,삼성전자,005930,2018-05-14,51000,51100,49900,50100,-2.34,14909272
KOSPI,삼성전자,005930,2018-05-15,50200,50400,49100,49200,-1.8,18709146
KOSPI,삼성전자,005930,2018-05-16,49200,50200,49150,49850,1.32,15918683
KOSPI,삼성전자,005930,2018-05-17,50300,50500,49400,49400,-0.9,10365440
KOSPI,삼성전자,005930,2018-05-18,49900,49900,49350,49500,0.2,6706570
KOSPI,삼성전자,005930,2018-05-21,49650,50200,49100,50000,1.01,9020998
KOSPI,삼성전자,005930,2018-05-23,50600,52000,50400,51800,3.6,17095490
KOSPI,삼성전자,005930,2018-05-24,52000,52000,51100,51400,-0.77,8289275
KOSPI,삼성전자,005930,2018-05-25,51000,52800,50800,52700,2.53,15207266
KOSPI,삼성전자,005930,2018-05-28,52500,53000,52000,52300,-0.76,9787820
KOSPI,삼성전자,005930,2018-05-29,52200,52500,51300,51300,-1.91,8480437
KOSPI,삼성전자,005930,2018-05-30,51300,51500,49100,49500,-3.51,20498098
KOSPI,삼성전자,005930,2018-05-31,50400,50800,49850,50700,2.42,63491109
KOSPI,삼성전자,005930,2018-06-01,50500,51700,49950,51300,1.18,13038499
KOSPI,삼성전자,005930,2018-06-04,50800,51200,50700,51100,-0.39,9767171
KOSPI,삼성전자,005930,2018-06-05,51100,51400,50400,51300,0.39,9144100
KOSPI,삼성전자,005930,2018-06-07,51800,51800,50500,50600,-1.36,13590016
KOSPI,삼성전자,005930,2018-06-08,50200,50400,49600,49650,-1.88,16951706
KOSPI,삼성전자,005930,2018-06-11,49750,50300,49350,49900,0.5,10571312
KOSPI,삼성전자,005930,2018-06-12,49700,49800,49250,49400,-1,12110569
KOSPI,삼성전자,005930,2018-06-14,49000,49000,48200,48200,-2.43,20971729
KOSPI,삼성전자,005930,2018-06-15,48500,48700,47650,47650,-1.14,17080892
KOSPI,삼성전자,005930,2018-06-18,47600,47650,46200,46600,-2.2,16661870
KOSPI,삼성전자,005930,2018-06-19,47200,47350,46500,47000,0.86,15217971
KOSPI,삼성전자,005930,2018-06-20,47450,47600,46850,47000,0,12959316
KOSPI,삼성전자,005930,2018-06-21,47900,47900,47050,47050,0.11,10015541
KOSPI,삼성전자,005930,2018-06-22,47000,47250,46200,47250,0.43,10298006
KOSPI,삼성전자,005930,2018-06-25,47050,47050,46150,46650,-1.27,10587711
KOSPI,삼성전자,005930,2018-06-26,45900,47300,45900,47000,0.75,11223166
KOSPI,삼성전자,005930,2018-06-27,47450,48500,47000,47950,2.02,15274752
KOSPI,삼성전자,005930,2018-06-28,46850,47150,46600,46800,-2.4,12784800
KOSPI,삼성전자,005930,2018-06-29,46250,47150,46200,46650,-0.32,14099635
KOSPI,삼성전자,005930,2018-07-02,46500,47150,45500,45550,-2.36,13112253
KOSPI,삼성전자,005930,2018-07-03,45750,46450,45750,46150,1.32,10959655
KOSPI,삼성전자,005930,2018-07-04,46700,47050,46050,46250,0.22,8776763
KOSPI,삼성전자,005930,2018-07-05,46100,46550,45600,45950,-0.65,7039773
KOSPI,삼성전자,005930,2018-07-06,45500,45850,44650,44900,-2.29,17843706
KOSPI,삼성전자,005930,2018-07-09,45500,46100,45200,45600,1.56,11602464
KOSPI,삼성전자,005930,2018-07-10,46200,46550,46100,46300,1.54,10528665
KOSPI,삼성전자,005930,2018-07-11,46400,46450,45400,46000,-0.65,11224077
KOSPI,삼성전자,005930,2018-07-12,45900,46250,45450,45500,-1.09,11828104
KOSPI,삼성전자,005930,2018-07-13,45800,46500,45750,46500,2.2,11543389
KOSPI,삼성전자,005930,2018-07-16,46800,46800,46000,46050,-0.97,7678719
KOSPI,삼성전자,005930,2018-07-17,46150,46200,45600,45850,-0.43,8892953
KOSPI,삼성전자,005930,2018-07-18,46700,47200,46450,46550,1.53,10952645
KOSPI,삼성전자,005930,2018-07-19,47050,47200,46600,46900,0.75,9880128
KOSPI,삼성전자,005930,2018-07-20,47000,47600,46700,47450,1.17,10474547
KOSPI,삼성전자,005930,2018-07-23,47100,47200,46150,46500,-2,10823782
KOSPI,삼성전자,005930,2018-07-24,46350,46600,45950,46150,-0.75,8261363
KOSPI,삼성전자,005930,2018-07-25,46250,46550,45900,46150,0,7222471
KOSPI,삼성전자,005930,2018-07-26,46100,47000,46000,46900,1.63,7374946
KOSPI,삼성전자,005930,2018-07-27,46450,47000,46450,46900,0,4762460
KOSPI,삼성전자,005930,2018-07-30,46550,46800,46350,46500,-0.85,5723035
KOSPI,삼성전자,005930,2018-07-31,46200,46450,46000,46250,-0.54,8033607
KOSPI,삼성전자,005930,2018-08-01,46050,46850,46050,46550,0.65,7484499
KOSPI,삼성전자,005930,2018-08-02,46550,46800,45500,45550,-2.15,8560924
KOSPI,삼성전자,005930,2018-08-03,45850,45900,45450,45750,0.44,8274944
KOSPI,삼성전자,005930,2018-08-06,46150,46150,45750,45800,0.11,6771979
KOSPI,삼성전자,005930,2018-08-07,46300,46750,45900,46700,1.97,9058174
KOSPI,삼성전자,005930,2018-08-08,47000,47000,46550,46800,0.21,6429338
KOSPI,삼성전자,005930,2018-08-09,47000,47050,46450,46900,0.21,12010886
KOSPI,삼성전자,005930,2018-08-10,46150,46400,44850,45400,-3.2,16670643
KOSPI,삼성전자,005930,2018-08-13,44950,45100,44650,45050,-0.77,9803831
KOSPI,삼성전자,005930,2018-08-14,44850,45400,44850,45150,0.22,6409259
KOSPI,삼성전자,005930,2018-08-16,43800,44650,43700,44250,-1.99,10088229
KOSPI,삼성전자,005930,2018-08-17,44050,44400,44050,44100,-0.34,6808747
KOSPI,삼성전자,005930,2018-08-20,43500,44200,43500,43850,-0.57,7289124
KOSPI,삼성전자,005930,2018-08-21,43700,44900,43700,44800,2.17,9520270
KOSPI,삼성전자,005930,2018-08-22,45150,46200,44900,46100,2.9,11641656
KOSPI,삼성전자,005930,2018-08-23,46150,46200,45700,46200,0.22,6730918
KOSPI,삼성전자,005930,2018-08-24,45900,46400,45550,46150,-0.11,6582535
KOSPI,삼성전자,005930,2018-08-27,46100,46550,46000,46300,0.33,5263782
KOSPI,삼성전자,005930,2018-08-28,46800,46950,46300,46550,0.54,7365976
KOSPI,삼성전자,005930,2018-08-29,46750,46800,46400,46800,0.54,5572374
KOSPI,삼성전자,005930,2018-08-30,46950,47950,46700,47650,1.82,12193231
KOSPI,삼성전자,005930,2018-08-31,47100,48450,47000,48450,1.68,13577454
KOSPI,삼성전자,005930,2018-09-03,48200,48300,47300,47450,-2.06,8595084
KOSPI,삼성전자,005930,2018-09-04,47550,47800,47200,47650,0.42,6791255
KOSPI,삼성전자,005930,2018-09-05,47300,47450,46400,46600,-2.2,9139998
KOSPI,삼성전자,005930,2018-09-06,46200,46400,45800,46100,-1.07,9040553
KOSPI,삼성전자,005930,2018-09-07,44500,45200,44400,44900,-2.6,18285508
KOSPI,삼성전자,005930,2018-09-10,45450,45550,45000,45500,1.34,9979838
KOSPI,삼성전자,005930,2018-09-11,45550,45900,45050,45050,-0.99,9865790
KOSPI,삼성전자,005930,2018-09-12,44900,45100,44500,44550,-1.11,12995269
KOSPI,삼성전자,005930,2018-09-13,44550,44750,44000,44050,-1.12,18277942
KOSPI,삼성전자,005930,2018-09-14,45000,45850,44900,45850,4.09,12446344
KOSPI,삼성전자,005930,2018-09-17,45550,45800,44900,45150,-1.53,8123384
KOSPI,삼성전자,005930,2018-09-18,44950,45900,44700,45500,0.78,9987090
KOSPI,삼성전자,005930,2018-09-19,46000,46200,45700,46150,1.43,9367454
KOSPI,삼성전자,005930,2018-09-20,46850,47600,46400,47250,2.38,13536966
KOSPI,삼성전자,005930,2018-09-21,46550,47550,46550,47400,0.32,14476906
KOSPI,삼성전자,005930,2018-09-27,46950,47500,46450,47500,0.21,15804586
KOSPI,삼성전자,005930,2018-09-28,47250,47250,46300,46450,-2.21,11270515
KOSPI,삼성전자,005930,2018-10-01,46450,46800,45800,46350,-0.22,6354983
KOSPI,삼성전자,005930,2018-10-02,46450,46700,45700,45700,-1.4,6607188
KOSPI,삼성전자,005930,2018-10-04,45150,45600,44700,44700,-2.19,11865327
KOSPI,삼성전자,005930,2018-10-05,44800,45500,44550,44700,0,10544165
KOSPI,삼성전자,005930,2018-10-08,44200,45200,44200,44950,0.56,6759464
KOSPI,삼성전자,005930,2018-10-10,45250,45500,44500,45300,0.78,10341349
KOSPI,삼성전자,005930,2018-10-11,44000,44650,43100,43100,-4.86,19324537
KOSPI,삼성전자,005930,2018-10-12,43200,44650,43200,44000,2.09,12640906
KOSPI,삼성전자,005930,2018-10-15,44050,44050,43350,43800,-0.45,7434522
KOSPI,삼성전자,005930,2018-10-16,43700,44150,43350,43600,-0.46,6825677
KOSPI,삼성전자,005930,2018-10-17,44150,44500,44000,44150,1.26,8306193
